search_title,term,mean_tfidf
business+analyst,reporting,0.016686022147092104
business+analyst,excel,0.015610927865754914
business+analyst,dashboards,0.009279381830966578
business+analyst,sql,0.009203524140776543
business+analyst,bi,0.009154029901100268
business+analyst,power bi,0.009089434399228716
business+analyst,tableau,0.008378861035790853
business+analyst,forecasting,0.007372513205732183
business+analyst,business intelligence,0.006624170792295381
business+analyst,governance,0.005983132063730886
business+analyst,kpis,0.005925837221872261
business+analyst,azure,0.005146448595044796
business+analyst,api,0.004505941066538505
business+analyst,python,0.004239921003994729
business+analyst,machine learning,0.0040868407117905904
business+analyst,looker,0.0033422436881464348
business+analyst,aws,0.003281268704376874
business+analyst,statistics,0.002762295310625072
business+analyst,etl,0.002155441216265897
business+analyst,experimentation,0.0021246712587740134
business+analyst,data pipelines,0.001920509109718417
business+analyst,kpi,0.0019097904275872028
business+analyst,ml,0.001768658751380463
business+analyst,pipelines,0.0017076730881382869
business+analyst,data models,0.001523013764964857
business+analyst,snowflake,0.0012548594141289925
business+analyst,dbt,0.0012264596446236544
business+analyst,power query,0.0011341418481297086
business+analyst,gcp,0.0008662349698821421
business+analyst,airflow,0.0007471417092057042
business+analyst,data modeling,0.0006202547976266848
business+analyst,dashboard,0.00018694900699400016
business+intelligence+engineer,bi,0.037397947138390786
business+intelligence+engineer,reporting,0.031403331534616975
business+intelligence+engineer,sql,0.02836863117105577
business+intelligence+engineer,pipelines,0.028254571319211667
business+intelligence+engineer,business intelligence,0.02730846352961379
business+intelligence+engineer,etl,0.026954259343543913
business+intelligence+engineer,dashboards,0.025617000197954556
business+intelligence+engineer,data models,0.02520038198527249
business+intelligence+engineer,tableau,0.021458204431950383
business+intelligence+engineer,data pipelines,0.02030212272385062
business+intelligence+engineer,snowflake,0.019846716199170094
business+intelligence+engineer,python,0.01884713897027469
business+intelligence+engineer,data modeling,0.018683255433509068
business+intelligence+engineer,governance,0.016786055524240576
business+intelligence+engineer,power bi,0.01567199937530252
business+intelligence+engineer,azure,0.015554994542691162
business+intelligence+engineer,aws,0.015508372684450957
business+intelligence+engineer,dashboard,0.014201558199243647
business+intelligence+engineer,dbt,0.013304773468561657
business+intelligence+engineer,looker,0.009953280601007355
business+intelligence+engineer,spark,0.009331907676989055
business+intelligence+engineer,machine learning,0.009091813982756896
business+intelligence+engineer,gcp,0.008952218136053064
business+intelligence+engineer,airflow,0.008605664877797271
business+intelligence+engineer,powerbi,0.008321331044517346
business+intelligence+engineer,statistics,0.006845110812463287
business+intelligence+engineer,kpi,0.006047131735975318
business+intelligence+engineer,ml,0.005488707181933445
business+intelligence+engineer,kpis,0.0051208618727209484
business+intelligence+engineer,bigquery,0.0046266987840841555
business+intelligence+engineer,power query,0.0042519562630006415
business+intelligence+engineer,excel,0.004245058768750157
business+intelligence+engineer,experimentation,0.004232977835492193
business+intelligence+engineer,pandas,0.003387765902903378
business+intelligence+engineer,sas,0.0031082778629270393
business+intelligence+engineer,api,0.0030595522993229337
business+intelligence+engineer,data pipeline,0.002677424244943174
business+intelligence+engineer,metadata,0.0026262375097193605
business+intelligence+engineer,databricks,0.002218873966393278
business+intelligence+engineer,forecasting,0.00195822424059247
data+analyst,sql,0.024801917023831582
data+analyst,bi,0.023624829700060933
data+analyst,reporting,0.021497874095697478
data+analyst,power bi,0.020234579447526647
data+analyst,dashboards,0.01980530264225159
data+analyst,python,0.018708357156572448
data+analyst,tableau,0.017362015143645763
data+analyst,statistics,0.016880758459632682
data+analyst,excel,0.016091540935648938
data+analyst,looker,0.010894169889729792
data+analyst,governance,0.009513027292892912
data+analyst,kpis,0.009325773674554267
data+analyst,experimentation,0.008946481064091268
data+analyst,databricks,0.007884203539387024
data+analyst,ml,0.007286438745229536
data+analyst,data modeling,0.007138819740701849
data+analyst,bigquery,0.0069684761276747045
data+analyst,azure,0.006601292401943424
data+analyst,dashboard,0.006434600615922018
data+analyst,etl,0.006385317959634538
data+analyst,forecasting,0.006364533434447597
data+analyst,snowflake,0.006152746840637976
data+analyst,data models,0.006043175087478737
data+analyst,pandas,0.005835480396610037
data+analyst,pipelines,0.005731178744499545
data+analyst,metadata,0.005535600283103236
data+analyst,business intelligence,0.004614535221400707
data+analyst,api,0.004493197539161998
data+analyst,machine learning,0.004397047586713867
data+analyst,powerbi,0.00433100447421851
data+analyst,kpi,0.004172455894965371
data+analyst,aws,0.004167929757686277
data+analyst,sas,0.003973423176206451
data+analyst,airflow,0.0024250941931988207
data+analyst,data pipelines,0.002190912679115985
data+analyst,gcp,0.0015954115591100735
data+analyst,power query,0.0013920034859385686
data+analyst,dbt,0.0012316649301842087
data+analyst,data pipeline,0.000895627420745173
